order_id,customer_id,order_date,order_value,product_category,order_status,shipping_cost,discount_amount,payment_processing_fee,product_cost,delivery_days,customer_rating,was_promoted,referral_used,net_revenue
54614,10977,2025-05-08,108.91,Home & Garden,Delivered,2.4,0.0,3.16,65.35,2.0,4.0,No,No,38.0
57790,11632,2025-05-08,95.27,Beauty,Delivered,7.31,0.0,2.76,42.87,5.0,4.0,No,No,42.33
68524,13994,2025-05-08,60.5,Fashion,In Transit,4.61,17.68,1.75,33.28,,4.0,Yes,No,38.54
53834,10811,2025-05-08,68.84,Electronics,Delivered,16.63,19.7,2.0,51.63,5.0,4.0,Yes,No,18.28
52842,10595,2025-05-08,155.14,Books,Delivered,9.57,17.91,4.5,77.57,4.0,,Yes,No,81.41
65421,13303,2025-05-08,96.15,Sports,Delivered,12.14,0.0,2.79,55.77,2.0,4.0,No,No,25.45
65500,13320,2025-05-08,89.28,Food & Beverage,Delivered,10.92,0.0,2.59,58.03,6.0,5.0,No,Yes,17.74
62384,12626,2025-05-08,47.25,Sports,Delivered,19.03,0.0,1.37,27.4,13.0,5.0,No,No,-0.55
56833,11437,2025-05-08,279.4,Beauty,Delivered,12.13,0.0,8.1,125.73,7.0,5.0,No,No,133.44
69564,14262,2025-05-08,165.65,Electronics,Delivered,10.61,0.0,4.8,124.24,8.0,,No,No,26.0
56838,11438,2025-05-09,59.13,Books,Delivered,6.67,0.0,1.71,29.57,5.0,5.0,No,No,21.18
69954,14352,2025-05-09,90.29,Beauty,Delivered,11.23,0.0,2.62,40.63,1.0,1.0,No,No,35.81
67474,13760,2025-05-09,250.53,Sports,Delivered,11.68,0.0,7.27,145.31,7.0,5.0,No,No,86.27
64022,12974,2025-05-09,45.59,Electronics,Delivered,6.15,19.8,1.32,34.19,1.0,4.0,Yes,No,23.73
64266,13026,2025-05-09,40.64,Sports,Delivered,22.26,0.0,1.18,23.57,1.0,4.0,No,No,-6.37
61621,12476,2025-05-09,81.99,Books,Delivered,0.44,0.0,2.38,40.99,5.0,,No,No,38.18
69988,14362,2025-05-09,89.43,Food & Beverage,Delivered,18.09,18.92,2.59,58.13,6.0,3.0,Yes,No,29.54
56944,11458,2025-05-09,105.64,Home & Garden,Delivered,6.24,28.55,3.06,63.38,10.0,4.0,Yes,No,61.51
71090,14610,2025-05-09,82.65,Books,Delivered,20.5,6.82,2.4,41.33,5.0,5.0,Yes,No,25.24
60934,12317,2025-05-09,30.11,Sports,Delivered,14.38,0.0,0.87,17.46,2.0,4.0,No,No,-2.6
53835,10811,2025-05-09,62.08,Fashion,Delivered,15.24,0.0,1.8,34.14,4.0,4.0,No,No,10.9
50440,10096,2025-05-09,81.74,Sports,Delivered,13.96,0.0,2.37,47.41,3.0,5.0,No,No,18.0
53077,10651,2025-05-09,149.89,Home & Garden,Delivered,1.63,0.0,4.35,89.93,8.0,4.0,No,No,53.98
61650,12482,2025-05-09,52.49,Fashion,Delivered,18.23,16.74,1.52,28.87,6.0,,Yes,No,20.61
68614,14018,2025-05-09,31.77,Books,Delivered,24.75,0.0,0.92,15.88,7.0,4.0,No,No,-9.78
50393,10087,2025-05-09,117.69,Sports,Delivered,1.3,0.0,3.41,68.26,9.0,3.0,No,Yes,44.72
61868,12529,2025-05-09,65.9,Beauty,Delivered,9.86,16.8,1.91,29.66,6.0,,Yes,No,41.27
56041,11274,2025-05-09,147.83,Sports,Delivered,2.16,0.0,4.29,85.74,5.0,4.0,No,No,55.64
68195,13916,2025-05-09,111.55,Sports,Returned,4.43,25.46,3.23,64.7,,5.0,Yes,No,64.65
59679,12047,2025-05-09,92.1,Electronics,Delivered,16.48,0.0,2.67,69.07,14.0,4.0,No,No,3.88
64586,13112,2025-05-09,321.2,Home & Garden,Delivered,6.67,0.0,9.31,192.72,5.0,4.0,No,No,112.5
64147,12997,2025-05-09,165.68,Electronics,Delivered,11.98,0.0,4.8,124.26,4.0,5.0,No,No,24.64
69751,14313,2025-05-09,45.18,Fashion,Delivered,2.72,7.49,1.31,24.85,1.0,1.0,Yes,No,23.79
59718,12055,2025-05-09,82.21,Beauty,Delivered,4.03,17.55,2.38,36.99,5.0,5.0,Yes,No,56.36
71010,14595,2025-05-09,97.38,Fashion,Cancelled,12.51,0.0,2.82,53.56,,,No,No,28.49
71248,14640,2025-05-09,58.05,Fashion,Delivered,8.38,0.0,1.68,31.93,6.0,,No,Yes,16.06
55751,11211,2025-05-09,94.52,Books,In Transit,2.45,0.0,2.74,47.26,,3.0,No,No,42.07
55697,11202,2025-05-09,32.18,Home & Garden,Delivered,23.59,0.0,0.93,19.31,1.0,,No,No,-11.65
69746,14311,2025-05-09,93.14,Beauty,Delivered,12.2,0.0,2.7,41.91,11.0,4.0,No,No,36.33
71056,14602,2025-05-09,68.52,Home & Garden,Delivered,10.16,0.0,1.99,41.11,5.0,2.0,No,No,15.26
69738,14309,2025-05-09,32.77,Beauty,Delivered,5.15,13.95,0.95,14.75,7.0,3.0,Yes,No,25.87
70177,14405,2025-05-09,107.57,Food & Beverage,Delivered,6.11,0.0,3.12,69.92,1.0,5.0,No,No,28.42
56080,11282,2025-05-09,59.27,Sports,Delivered,4.58,0.0,1.72,34.38,14.0,,No,No,18.59
69908,14341,2025-05-09,50.08,Fashion,Delivered,18.71,0.0,1.45,27.54,2.0,,No,No,2.38
69917,14343,2025-05-09,200.89,Fashion,Delivered,0.82,0.0,5.83,110.49,8.0,5.0,No,No,83.75
71212,14629,2025-05-09,37.05,Electronics,Delivered,21.69,0.0,1.07,27.79,10.0,2.0,No,No,-13.5
56978,11463,2025-05-09,77.52,Beauty,Cancelled,6.51,0.0,2.25,34.88,,4.0,No,No,33.88
68684,14033,2025-05-09,64.03,Food & Beverage,Returned,1.0,0.0,1.86,41.62,,3.0,No,No,19.55
65687,13366,2025-05-09,39.31,Sports,Delivered,11.59,0.0,1.14,22.8,8.0,3.0,No,No,3.78
65673,13364,2025-05-09,57.07,Sports,Delivered,1.19,0.0,1.66,33.1,9.0,1.0,No,No,21.12
70875,14569,2025-05-09,103.41,Beauty,Delivered,8.15,0.0,3.0,46.53,4.0,4.0,No,No,45.73
65515,13323,2025-05-09,94.86,Home & Garden,Delivered,22.22,0.0,2.75,56.92,2.0,5.0,No,No,12.97
70237,14415,2025-05-09,30.56,Fashion,Delivered,10.78,0.0,0.89,16.81,12.0,3.0,No,No,2.08
70797,14551,2025-05-09,62.78,Fashion,Cancelled,6.2,0.0,1.82,34.53,,4.0,No,No,20.23
54979,11051,2025-05-09,67.23,Books,Delivered,18.41,0.0,1.95,33.62,12.0,,No,No,13.25
65121,13235,2025-05-09,46.93,Electronics,Returned,14.02,0.0,1.36,35.2,,4.0,No,No,-3.65
66191,13476,2025-05-09,57.15,Home & Garden,Delivered,13.54,0.0,1.66,34.29,12.0,5.0,No,No,7.66
65548,13331,2025-05-09,69.01,Food & Beverage,Failed,5.68,6.33,2.0,44.86,,3.0,Yes,No,22.8
65304,13274,2025-05-09,61.31,Books,Delivered,23.34,0.0,1.78,30.66,8.0,5.0,No,Yes,5.53
70569,14502,2025-05-09,32.03,Beauty,Delivered,8.24,6.04,0.93,14.41,1.0,1.0,Yes,No,14.49
70448,14460,2025-05-09,70.0,Food & Beverage,Delivered,2.39,0.0,2.03,45.5,13.0,,No,No,20.08
70883,14571,2025-05-09,253.56,Home & Garden,Delivered,12.38,20.65,7.35,152.14,14.0,1.0,Yes,No,102.34
60632,12262,2025-05-09,61.67,Fashion,Delivered,17.56,0.0,1.79,33.92,9.0,3.0,No,No,8.4
70526,14486,2025-05-09,75.01,Sports,Delivered,3.32,10.29,2.18,43.51,14.0,2.0,Yes,No,36.29
61181,12380,2025-05-09,126.77,Fashion,Delivered,13.31,0.0,3.68,69.72,8.0,5.0,No,No,40.06
62373,12622,2025-05-09,31.88,Food & Beverage,Delivered,1.3,0.0,0.92,20.72,9.0,5.0,No,No,8.94
65572,13339,2025-05-09,38.82,Beauty,Delivered,24.47,0.0,1.13,17.47,14.0,1.0,No,No,-4.25
70597,14510,2025-05-09,53.73,Electronics,Delivered,16.71,29.26,1.56,40.3,8.0,3.0,Yes,No,24.42
65561,13335,2025-05-09,70.64,Beauty,Delivered,3.81,0.0,2.05,31.79,6.0,,No,No,32.99
64746,13146,2025-05-10,97.24,Books,Delivered,10.0,0.0,2.82,48.62,13.0,5.0,No,No,35.8
71181,14626,2025-05-10,166.62,Fashion,Delivered,14.05,0.0,4.83,91.64,6.0,5.0,No,No,56.1
69822,14327,2025-05-10,25.19,Electronics,Delivered,5.03,19.02,0.73,18.89,10.0,3.0,Yes,No,19.56
70992,14589,2025-05-10,83.9,Books,Returned,19.33,0.0,2.43,41.95,,3.0,No,No,20.19
71003,14591,2025-05-10,72.17,Fashion,Delivered,18.28,26.97,2.09,39.69,8.0,1.0,Yes,No,39.08
59287,11961,2025-05-10,50.79,Books,Delivered,1.22,26.02,1.47,25.39,13.0,5.0,Yes,No,48.73
69422,14226,2025-05-10,58.65,Home & Garden,Cancelled,8.64,0.0,1.7,35.19,,1.0,No,No,13.12
58397,11764,2025-05-10,200.46,Home & Garden,Delivered,13.34,0.0,5.81,120.28,9.0,5.0,No,No,61.03
71107,14613,2025-05-10,99.9,Food & Beverage,Delivered,20.0,0.0,2.9,64.94,4.0,1.0,No,No,12.06
71032,14598,2025-05-10,64.13,Food & Beverage,Cancelled,4.6,0.0,1.86,41.68,,,No,No,15.99
71229,14636,2025-05-10,113.54,Sports,Delivered,1.2,8.12,3.29,65.85,13.0,5.0,Yes,No,51.32
69756,14315,2025-05-10,79.44,Books,Delivered,16.57,0.0,2.3,39.72,4.0,3.0,No,No,20.85
59665,12043,2025-05-10,159.77,Sports,Delivered,13.58,0.0,4.63,92.67,2.0,,No,No,48.89
55018,11064,2025-05-10,84.42,Beauty,Delivered,2.93,0.0,2.45,37.99,3.0,2.0,No,No,41.05
56922,11454,2025-05-10,89.64,Home & Garden,Delivered,18.61,11.02,2.6,53.78,10.0,5.0,Yes,No,25.67
71137,14617,2025-05-10,85.41,Electronics,Delivered,24.32,0.0,2.48,64.06,6.0,,No,No,-5.45
62947,12738,2025-05-10,88.05,Electronics,Delivered,12.12,0.0,2.55,66.04,10.0,,No,No,7.34
71076,14605,2025-05-10,149.66,Books,Returned,3.96,6.06,4.34,74.83,,,Yes,No,72.59
56985,11465,2025-05-10,155.62,Fashion,Failed,13.8,0.0,4.51,85.59,,,No,No,51.72
69610,14281,2025-05-10,361.93,Sports,Cancelled,8.88,17.64,10.5,209.92,,,Yes,No,150.27
59521,12018,2025-05-10,70.34,Food & Beverage,Delivered,3.02,0.0,2.04,45.72,1.0,,No,Yes,19.56
57860,11652,2025-05-10,244.41,Food & Beverage,Delivered,1.4,0.0,7.09,158.87,11.0,5.0,No,No,77.05
70515,14481,2025-05-10,89.81,Beauty,Delivered,21.44,0.0,2.6,40.41,4.0,1.0,No,No,25.36
51715,10362,2025-05-10,64.66,Home & Garden,Delivered,19.24,0.0,1.88,38.8,9.0,,No,No,4.74
71163,14621,2025-05-10,177.4,Fashion,Delivered,4.75,0.0,5.14,97.57,11.0,5.0,No,No,69.94
70610,14514,2025-05-10,62.43,Sports,Delivered,2.62,0.0,1.81,36.21,5.0,,No,No,21.79
69667,14292,2025-05-10,79.83,Home & Garden,Delivered,14.48,0.0,2.32,47.9,9.0,5.0,No,No,15.13
70009,14367,2025-05-10,48.2,Beauty,Delivered,9.32,7.53,1.4,21.69,7.0,2.0,Yes,No,23.32
70948,14581,2025-05-10,74.03,Electronics,Delivered,0.39,0.0,2.15,55.52,4.0,,No,No,15.97
67495,13761,2025-05-10,136.44,Beauty,Delivered,9.04,12.4,3.96,61.4,6.0,5.0,Yes,No,74.44
63616,12886,2025-05-10,47.0,Electronics,Failed,19.43,0.0,1.36,35.25,,3.0,No,No,-9.04
51937,10415,2025-05-10,130.33,Beauty,Delivered,14.54,0.0,3.78,58.65,13.0,4.0,No,No,53.36
69959,14354,2025-05-10,102.95,Beauty,Delivered,9.03,0.0,2.99,46.33,9.0,,No,Yes,44.6
69141,14147,2025-05-10,51.94,Food & Beverage,Returned,2.26,0.0,1.51,33.76,,1.0,No,No,14.41
71274,14646,2025-05-10,71.86,Food & Beverage,Returned,20.42,0.0,2.08,46.71,,3.0,No,No,2.65
58941,11884,2025-05-10,41.48,Food & Beverage,Delivered,23.22,0.0,1.2,26.96,5.0,,No,No,-9.9
54293,10910,2025-05-10,197.35,Home & Garden,In Transit,7.39,0.0,5.72,118.41,,,No,No,65.83
58622,11810,2025-05-10,69.43,Fashion,Delivered,13.73,0.0,2.01,38.19,10.0,5.0,No,No,15.5
54681,10988,2025-05-10,124.98,Books,Delivered,0.52,0.0,3.62,62.49,7.0,,No,No,58.35
63323,12818,2025-05-10,64.03,Electronics,Delivered,22.88,14.41,1.86,48.02,6.0,5.0,Yes,No,5.68
64798,13156,2025-05-10,103.97,Home & Garden,Delivered,13.95,0.0,3.02,62.38,3.0,5.0,No,No,24.62
69217,14170,2025-05-10,44.6,Food & Beverage,Delivered,23.65,0.0,1.29,28.99,6.0,5.0,No,No,-9.33
60690,12274,2025-05-10,75.1,Sports,Delivered,0.34,0.0,2.18,43.56,10.0,5.0,No,No,29.02
70180,14405,2025-05-10,68.83,Beauty,Delivered,19.77,0.0,2.0,30.97,3.0,1.0,No,No,16.09
69324,14203,2025-05-10,171.33,Beauty,Delivered,1.7,0.0,4.97,77.1,10.0,,No,No,87.56
70678,14525,2025-05-11,105.8,Sports,Delivered,11.6,17.58,3.07,61.36,3.0,5.0,Yes,No,47.35
70708,14535,2025-05-11,97.97,Books,Delivered,6.66,0.0,2.84,48.98,10.0,,No,No,39.49
68521,13993,2025-05-11,254.67,Home & Garden,In Transit,14.53,0.0,7.39,152.8,,4.0,No,No,79.95
65438,13306,2025-05-11,29.61,Home & Garden,Delivered,3.06,0.0,0.86,17.77,14.0,,No,No,7.92
63128,12774,2025-05-11,70.7,Books,Delivered,17.85,18.53,2.05,35.35,14.0,,Yes,No,33.98
65390,13299,2025-05-11,149.33,Electronics,Delivered,9.95,7.33,4.33,112.0,1.0,4.0,Yes,No,30.38
62059,12564,2025-05-11,40.52,Sports,Delivered,4.7,0.0,1.18,23.5,6.0,4.0,No,No,11.14
52665,10560,2025-05-11,95.84,Sports,Delivered,16.19,0.0,2.78,55.59,3.0,4.0,No,Yes,21.28
58688,11825,2025-05-11,44.14,Sports,In Transit,22.57,0.0,1.28,25.6,,5.0,No,No,-5.31
67719,13808,2025-05-11,61.26,Sports,Delivered,7.19,0.0,1.78,35.53,5.0,,No,No,16.76
54706,10992,2025-05-11,58.33,Home & Garden,Delivered,15.53,7.56,1.69,35.0,11.0,,Yes,Yes,13.67
56646,11399,2025-05-11,22.56,Books,Delivered,7.86,22.64,0.65,11.28,10.0,,Yes,No,25.41
69042,14119,2025-05-11,66.57,Books,Delivered,6.43,0.0,1.93,33.28,14.0,,No,No,24.93
59052,11912,2025-05-11,63.86,Fashion,Delivered,12.23,0.0,1.85,35.12,8.0,3.0,No,No,14.66
67792,13818,2025-05-11,164.74,Home & Garden,In Transit,14.57,0.0,4.78,98.84,,,No,No,46.55
53446,10729,2025-05-11,99.58,Beauty,Delivered,23.12,9.33,2.89,44.81,4.0,4.0,Yes,No,38.09
69450,14233,2025-05-11,182.28,Home & Garden,Delivered,0.03,24.24,5.29,109.37,9.0,3.0,Yes,No,91.83
71269,14645,2025-05-11,124.93,Home & Garden,Failed,7.01,21.05,3.62,74.96,,,Yes,No,60.39
69195,14165,2025-05-11,111.52,Home & Garden,Delivered,10.4,0.0,3.23,66.91,13.0,1.0,No,No,30.98
69430,14228,2025-05-11,117.92,Electronics,Delivered,0.25,0.0,3.42,88.44,4.0,1.0,No,No,25.81
50946,10195,2025-05-11,112.65,Home & Garden,Delivered,5.42,0.0,3.27,67.59,10.0,4.0,No,No,36.37
62118,12573,2025-05-11,127.38,Food & Beverage,Delivered,3.79,0.0,3.69,82.8,3.0,3.0,No,No,37.1
56782,11427,2025-05-11,134.84,Beauty,In Transit,1.66,8.77,3.91,60.68,,4.0,Yes,No,77.36
57346,11554,2025-05-11,51.51,Beauty,Delivered,4.31,0.0,1.49,23.18,3.0,3.0,No,No,22.53
68053,13877,2025-05-11,52.47,Fashion,Returned,22.74,0.0,1.52,28.86,,2.0,No,No,-0.65
64186,13011,2025-05-11,282.66,Food & Beverage,Returned,10.17,8.94,8.2,183.73,,2.0,Yes,Yes,89.5
71234,14637,2025-05-11,57.39,Electronics,Delivered,13.87,0.0,1.66,43.04,2.0,4.0,No,No,-1.18
66304,13507,2025-05-11,95.2,Food & Beverage,Delivered,9.46,0.0,2.76,61.88,5.0,2.0,No,No,21.1
55651,11190,2025-05-11,233.2,Beauty,Delivered,4.66,0.0,6.76,104.94,11.0,4.0,No,No,116.84
50122,10033,2025-05-11,74.92,Home & Garden,Delivered,4.55,23.4,2.17,44.95,14.0,4.0,Yes,No,46.65
51419,10298,2025-05-11,132.02,Sports,In Transit,6.85,0.0,3.83,76.57,,3.0,No,Yes,44.77
70125,14388,2025-05-11,89.49,Books,Delivered,8.27,0.0,2.6,44.74,2.0,5.0,No,No,33.88
70296,14430,2025-05-11,130.98,Food & Beverage,Delivered,14.59,0.0,3.8,85.14,4.0,2.0,No,No,27.45
59855,12083,2025-05-11,57.23,Sports,Delivered,16.97,0.0,1.66,33.19,7.0,5.0,No,No,5.41
59812,12074,2025-05-11,37.31,Beauty,Delivered,12.35,14.12,1.08,16.79,12.0,5.0,Yes,No,21.21
67396,13743,2025-05-11,46.98,Electronics,Delivered,17.31,0.0,1.36,35.23,1.0,5.0,No,No,-6.92
69671,14293,2025-05-11,26.23,Beauty,Delivered,11.84,0.0,0.76,11.8,11.0,,No,No,1.83
69780,14319,2025-05-11,233.09,Home & Garden,Delivered,0.61,0.0,6.76,139.85,3.0,,No,No,85.87
69824,14328,2025-05-11,59.88,Electronics,Delivered,7.34,0.0,1.74,44.91,8.0,,No,No,5.89
57754,11624,2025-05-11,71.93,Fashion,Delivered,7.37,0.0,2.09,39.56,7.0,5.0,No,No,22.91
54845,11016,2025-05-11,137.9,Home & Garden,Delivered,9.46,0.0,4.0,82.74,12.0,,No,No,41.7
69865,14335,2025-05-11,34.31,Fashion,In Transit,10.03,0.0,0.99,18.87,,3.0,No,No,4.42
55254,11111,2025-05-11,63.71,Books,In Transit,7.49,16.04,1.85,31.86,,4.0,Yes,No,38.55
65746,13379,2025-05-11,216.04,Food & Beverage,Delivered,2.93,17.55,6.27,140.43,1.0,3.0,Yes,No,83.96
66169,13469,2025-05-11,151.87,Home & Garden,Delivered,13.17,26.8,4.4,91.12,3.0,5.0,Yes,No,69.98
54548,10967,2025-05-11,66.07,Books,Delivered,11.28,0.0,1.92,33.03,12.0,5.0,No,No,19.84
55813,11224,2025-05-11,75.02,Food & Beverage,Delivered,4.01,10.46,2.18,48.76,7.0,5.0,Yes,Yes,30.53
69978,14358,2025-05-11,90.93,Sports,Delivered,1.94,0.0,2.64,52.74,12.0,5.0,No,No,33.61
53374,10710,2025-05-11,70.43,Home & Garden,Delivered,13.21,7.2,2.04,42.26,7.0,,Yes,No,20.12
71012,14595,2025-05-11,102.29,Books,Delivered,1.42,0.0,2.97,51.15,1.0,4.0,No,No,46.75
70126,14388,2025-05-12,73.93,Fashion,Delivered,18.83,0.0,2.14,40.66,3.0,,No,No,12.3
70987,14588,2025-05-12,55.41,Sports,Delivered,8.33,0.0,1.61,32.14,14.0,2.0,No,No,13.33
70143,14391,2025-05-12,131.88,Sports,Delivered,8.46,0.0,3.82,76.49,14.0,4.0,No,No,43.11
52090,10442,2025-05-12,88.41,Beauty,Delivered,3.38,19.25,2.56,39.78,8.0,5.0,Yes,Yes,61.94
69929,14345,2025-05-12,37.93,Food & Beverage,Delivered,8.87,12.66,1.1,24.65,1.0,4.0,Yes,No,15.97
69270,14187,2025-05-12,62.76,Beauty,Delivered,7.18,0.0,1.82,28.24,13.0,4.0,No,No,25.52
54105,10870,2025-05-12,184.71,Books,Delivered,13.32,0.0,5.36,92.36,12.0,5.0,No,No,73.67
69258,14184,2025-05-12,50.31,Food & Beverage,Returned,15.71,0.0,1.46,32.7,,4.0,No,No,0.44
68884,14081,2025-05-12,143.78,Electronics,Returned,5.97,0.0,4.17,107.84,,,No,No,25.8
66964,13645,2025-05-12,35.32,Beauty,Failed,4.34,0.0,1.02,15.89,,5.0,No,No,14.07
58667,11816,2025-05-12,93.22,Books,Delivered,2.89,0.0,2.7,46.61,5.0,4.0,No,No,41.02
70280,14425,2025-05-12,46.48,Electronics,Delivered,14.48,7.89,1.35,34.86,6.0,3.0,Yes,No,3.68
50398,10087,2025-05-12,236.17,Fashion,Delivered,9.79,0.0,6.85,129.89,9.0,4.0,No,No,89.64
66858,13622,2025-05-12,30.9,Home & Garden,Delivered,15.27,15.3,0.9,18.54,6.0,1.0,Yes,No,11.49
71298,14652,2025-05-12,77.66,Electronics,Delivered,15.43,15.61,2.25,58.24,5.0,4.0,Yes,Yes,17.35
65096,13231,2025-05-12,245.41,Books,In Transit,6.38,0.0,7.12,122.7,,4.0,No,No,109.21
65314,13275,2025-05-12,89.09,Fashion,Delivered,24.45,19.46,2.58,49.0,1.0,5.0,Yes,No,32.52
70027,14370,2025-05-12,132.38,Food & Beverage,Delivered,8.54,0.0,3.84,86.05,4.0,2.0,No,No,33.95
60806,12297,2025-05-12,55.11,Home & Garden,Returned,23.54,0.0,1.6,33.07,,4.0,No,No,-3.1
61513,12452,2025-05-12,82.24,Sports,Delivered,24.55,11.81,2.38,47.7,2.0,3.0,Yes,No,19.42
70991,14589,2025-05-12,81.66,Home & Garden,Delivered,20.32,0.0,2.37,49.0,9.0,,No,No,9.97
65378,13292,2025-05-12,285.66,Sports,Delivered,0.49,0.0,8.28,165.68,11.0,1.0,No,No,111.21
69638,14284,2025-05-12,132.66,Sports,Delivered,12.59,0.0,3.85,76.94,1.0,5.0,No,No,39.28
54760,11001,2025-05-12,111.67,Fashion,Delivered,1.99,0.0,3.24,61.42,4.0,2.0,No,No,45.02
50509,10104,2025-05-12,96.19,Fashion,Delivered,9.5,0.0,2.79,52.9,9.0,5.0,No,No,31.0
65427,13305,2025-05-12,132.86,Books,Delivered,10.13,0.0,3.85,66.43,14.0,5.0,No,No,52.45
54345,10925,2025-05-12,28.2,Beauty,Delivered,20.23,0.0,0.82,12.69,12.0,5.0,No,No,-5.54
68766,14053,2025-05-12,135.24,Sports,Delivered,1.79,0.0,3.92,78.44,13.0,5.0,No,No,51.09
64475,13083,2025-05-12,53.75,Books,Delivered,19.43,0.0,1.56,26.88,9.0,4.0,No,No,5.88
61343,12414,2025-05-12,88.38,Fashion,Returned,9.51,11.33,2.56,48.61,,5.0,Yes,No,39.03
70718,14536,2025-05-12,65.02,Fashion,Delivered,6.96,0.0,1.89,35.76,13.0,,No,No,20.41
65946,13421,2025-05-12,85.01,Electronics,Returned,22.13,8.85,2.47,63.76,,,Yes,No,5.5
65771,13384,2025-05-12,106.57,Food & Beverage,Delivered,14.64,0.0,3.09,69.27,11.0,,No,No,19.57
70163,14400,2025-05-12,62.59,Food & Beverage,Delivered,18.48,19.61,1.82,40.68,12.0,4.0,Yes,No,21.22
61559,12468,2025-05-12,137.89,Home & Garden,Delivered,11.57,0.0,4.0,82.73,13.0,5.0,No,No,39.59
70198,14410,2025-05-12,212.45,Electronics,Cancelled,12.11,0.0,6.16,159.34,,5.0,No,No,34.84
52729,10576,2025-05-12,131.85,Books,Delivered,4.43,0.0,3.82,65.92,13.0,4.0,No,No,57.68
67158,13686,2025-05-12,41.57,Food & Beverage,Delivered,5.15,23.91,1.21,27.02,2.0,,Yes,No,32.1
62337,12615,2025-05-12,52.67,Beauty,Delivered,18.66,0.0,1.53,23.7,13.0,4.0,No,No,8.78
70436,14458,2025-05-12,163.13,Food & Beverage,Failed,8.44,0.0,4.73,106.03,,4.0,No,No,43.93
62983,12746,2025-05-12,35.5,Home & Garden,Delivered,10.92,0.0,1.03,21.3,11.0,4.0,No,No,2.25
70791,14550,2025-05-12,158.42,Sports,Delivered,1.77,0.0,4.59,91.88,10.0,5.0,No,No,60.18
67169,13690,2025-05-12,64.74,Fashion,Delivered,22.96,0.0,1.88,35.61,2.0,5.0,No,No,4.29
68345,13952,2025-05-12,55.06,Food & Beverage,Delivered,6.5,0.0,1.6,35.79,2.0,4.0,No,No,11.17
60940,12318,2025-05-12,26.26,Food & Beverage,Delivered,2.08,28.35,0.76,17.07,8.0,4.0,Yes,No,34.7
69485,14240,2025-05-12,63.83,Sports,Delivered,11.68,19.0,1.85,37.02,7.0,3.0,Yes,No,32.28
64285,13029,2025-05-12,31.7,Food & Beverage,Delivered,20.15,0.0,0.92,20.61,10.0,4.0,No,No,-9.98
60301,12187,2025-05-12,135.87,Home & Garden,Returned,7.34,0.0,3.94,81.52,,,No,No,43.07
58751,11839,2025-05-13,72.24,Beauty,Returned,2.8,0.0,2.09,32.51,,1.0,No,No,34.84
53261,10691,2025-05-13,82.36,Electronics,Delivered,21.3,0.0,2.39,61.77,5.0,,No,No,-3.1
57713,11616,2025-05-13,47.93,Home & Garden,Delivered,14.25,0.0,1.39,28.76,5.0,5.0,No,No,3.53
53813,10809,2025-05-13,35.39,Fashion,Delivered,12.53,0.0,1.03,19.46,5.0,4.0,No,No,2.37
69003,14110,2025-05-13,149.71,Electronics,Delivered,14.33,0.0,4.34,112.28,12.0,5.0,No,No,18.76
70046,14373,2025-05-13,73.39,Home & Garden,Delivered,20.12,0.0,2.13,44.03,6.0,1.0,No,No,7.11
62757,12694,2025-05-13,79.08,Books,Delivered,7.28,0.0,2.29,39.54,5.0,5.0,No,No,29.97
57783,11631,2025-05-13,126.84,Food & Beverage,Cancelled,7.72,0.0,3.68,82.45,,5.0,No,No,32.99
70516,14482,2025-05-13,67.62,Home & Garden,Delivered,23.94,9.26,1.96,40.57,11.0,,Yes,No,10.41
53195,10675,2025-05-13,110.57,Beauty,Delivered,1.98,15.27,3.21,49.76,14.0,4.0,Yes,No,70.89
70906,14573,2025-05-13,93.01,Books,Delivered,21.75,0.0,2.7,46.51,11.0,,No,No,22.05
71118,14614,2025-05-13,110.1,Food & Beverage,Delivered,10.8,0.0,3.19,71.56,7.0,5.0,No,No,24.55
70500,14475,2025-05-13,135.56,Electronics,Delivered,11.51,0.0,3.93,101.67,8.0,,No,No,18.45
62164,12584,2025-05-13,113.38,Food & Beverage,Delivered,9.16,0.0,3.29,73.7,13.0,5.0,No,No,27.23
70541,14493,2025-05-13,53.21,Home & Garden,Delivered,16.45,0.0,1.54,31.93,8.0,,No,No,3.29
62948,12738,2025-05-13,90.38,Sports,Returned,18.37,0.0,2.62,52.42,,2.0,No,No,16.97
70480,14468,2025-05-13,110.75,Home & Garden,Delivered,1.74,0.0,3.21,66.45,4.0,5.0,No,No,39.35
54083,10865,2025-05-13,78.35,Food & Beverage,Delivered,17.42,0.0,2.27,50.93,5.0,5.0,No,No,7.73
71160,14620,2025-05-13,36.93,Sports,Delivered,0.02,0.0,1.07,21.42,14.0,1.0,No,Yes,14.42
70453,14461,2025-05-13,50.07,Beauty,Cancelled,24.23,0.0,1.45,22.53,,,No,No,1.86
63114,12769,2025-05-13,66.86,Books,Delivered,7.94,0.0,1.94,33.43,10.0,,No,No,23.55
53710,10783,2025-05-13,59.46,Home & Garden,Delivered,13.08,0.0,1.72,35.68,11.0,,No,No,8.98
69916,14342,2025-05-13,26.05,Beauty,Delivered,6.9,14.62,0.76,11.72,11.0,1.0,Yes,No,21.29
70393,14448,2025-05-13,139.06,Books,Delivered,1.31,10.36,4.03,69.53,14.0,,Yes,No,74.55
70614,14515,2025-05-13,36.41,Electronics,Returned,11.77,29.6,1.06,27.31,,4.0,Yes,No,25.87
