customer_id,signup_date,age,gender,location_city,location_state,acquisition_channel,acquisition_cost,subscription_tier,billing_cycle,payment_method,first_purchase_value,total_orders_to_date,total_revenue_to_date,last_order_date,days_since_last_order,customer_lifetime_months,subscription_status,churn_date,churn_reason,customer_support_tickets,nps_score,email_engagement_score,feature_usage_score,customer_segment
12508,2024-10-28,52,Male,Denver,CO,Paid Social,85,Plus,Monthly,Credit Card,27.62,1,884.0,2024-12-11 14:15:07.885039,456,16,Churned,2025-04-25 14:15:07.885039,Poor support,5,3.0,32.5,32.0,Churned
12509,2024-10-28,22,Female,Portland,OR,Organic Search,45,Plus,Monthly,PayPal,71.29,1,836.46,2025-07-29 14:15:09.471909,226,16,Active,,,2,,36.7,93.3,Growing
12510,2024-10-28,22,Female,Dallas,TX,Referral,25,Basic,Monthly,Credit Card,149.93,8,1408.45,2026-03-02 14:15:09.471918,10,16,Active,,,0,0.0,77.6,80.5,Growing
12511,2024-10-29,43,Male,Chicago,IL,Referral,25,Plus,Monthly,Bank Transfer,107.05,8,1588.19,2026-01-24 14:15:09.471927,47,16,Active,,,3,,60.6,24.6,High Value
12512,2024-10-29,44,Male,San Antonio,TX,Referral,25,Plus,Annual,PayPal,19.78,5,937.84,2025-07-06 14:15:09.471936,249,16,Active,,,3,,30.7,63.1,Growing
12513,2024-10-29,44,Male,Atlanta,GA,Paid Social,85,Plus,Annual,Bank Transfer,32.77,3,984.29,2025-08-08 14:15:09.471944,216,16,Active,,,0,3.0,72.3,62.0,Growing
12514,2024-10-29,34,Male,Houston,TX,Organic Search,45,Plus,Annual,Credit Card,82.54,4,925.6,2025-11-24 14:15:09.471954,108,16,Active,,,2,,44.2,47.4,Growing
12515,2024-10-29,36,Male,New York,NY,Referral,25,Premium,Monthly,Credit Card,83.51,11,2152.51,2025-03-07 14:15:09.471963,370,16,Active,,,0,8.0,28.0,45.6,High Value
12516,2024-10-29,41,Male,Phoenix,AZ,Direct,0,Plus,Monthly,Bank Transfer,20.27,20,1658.96,2025-04-12 14:15:09.471973,334,16,Active,,,1,7.0,88.4,68.5,High Value
12517,2024-10-29,39,Female,Portland,OR,Organic Search,45,Basic,Monthly,Credit Card,42.29,3,781.87,2024-11-02 14:15:07.885039,495,16,Churned,2025-04-24 14:15:07.885039,Not using enough,4,7.0,44.4,48.2,Churned
12518,2024-10-29,22,Male,Houston,TX,Email Campaign,15,Plus,Monthly,Credit Card,112.87,1,896.07,2025-07-11 14:15:09.471992,244,16,Active,,,2,,30.0,62.2,Growing
12519,2024-10-29,35,Female,Phoenix,AZ,Organic Search,45,Basic,Monthly,Credit Card,49.22,3,631.61,2026-01-29 14:15:09.472001,42,16,Active,,,0,10.0,68.4,73.4,Growing
12520,2024-10-29,27,Female,Chicago,IL,Organic Search,45,Plus,Monthly,Credit Card,126.89,0,784.0,,0,16,Churned,2025-04-26 14:15:07.885039,Financial reasons,4,,46.1,39.0,Churned
12521,2024-10-29,40,Male,Miami,FL,Referral,25,Premium,Monthly,Credit Card,56.09,5,1768.48,2025-03-04 14:15:09.472013,373,16,Active,,,1,8.0,92.6,,High Value
12522,2024-10-29,70,Female,Seattle,WA,Email Campaign,15,Basic,Annual,PayPal,93.41,5,797.5,2026-01-24 14:15:09.472022,47,16,Active,,,2,10.0,40.7,68.7,Growing
12523,2024-10-30,42,Female,Minneapolis,MN,Organic Search,45,Plus,Annual,PayPal,38.28,1,807.14,2025-03-22 14:15:09.472030,355,16,Active,,,0,3.0,66.5,62.3,Growing
12524,2024-10-30,34,Female,Austin,TX,Paid Social,85,Plus,Monthly,Credit Card,120.12,1,883.85,2025-12-27 14:15:09.472039,75,16,Active,,,2,10.0,89.0,42.5,Growing
12525,2024-10-30,49,Male,Phoenix,AZ,Paid Search,95,Plus,Monthly,Bank Transfer,145.1,12,2063.41,2025-09-30 14:15:09.472047,163,16,Paused,,,2,,38.0,52.8,High Value
12526,2024-10-30,43,Male,Portland,OR,Direct,0,Basic,Monthly,Credit Card,34.48,10,1120.93,2025-12-06 14:15:09.472057,96,16,Active,,,1,,56.6,90.2,Growing
12527,2024-10-30,43,Female,Seattle,WA,Direct,0,Basic,Monthly,Credit Card,107.33,8,1177.04,2025-10-28 14:15:09.472065,135,16,Active,,,1,,39.2,60.5,Growing
12528,2024-10-30,45,Female,Phoenix,AZ,Email Campaign,15,Premium,Annual,Credit Card,112.18,7,1568.48,2025-06-10 14:15:09.472075,275,16,Active,,,1,1.0,69.6,18.7,High Value
12529,2024-10-30,62,Male,Phoenix,AZ,Referral,25,Basic,Annual,Bank Transfer,59.4,8,1204.87,2026-02-16 14:15:09.472084,24,16,Active,,,2,2.0,39.3,67.9,Growing
12530,2024-10-30,24,Male,Philadelphia,PA,Paid Social,85,Plus,Monthly,Apple Pay,147.88,1,824.03,2024-11-01 14:15:07.885039,496,16,Churned,2025-09-16 14:15:07.885039,Found competitor,5,8.0,69.5,45.2,Churned
12531,2024-10-30,43,Male,Portland,OR,Organic Search,45,Basic,Monthly,Credit Card,15.0,10,1034.47,2025-02-27 14:15:09.472104,378,16,Active,,,1,,48.4,84.2,Growing
12532,2024-10-30,26,Male,Phoenix,AZ,Paid Social,85,Basic,Monthly,Credit Card,23.5,9,1448.21,2025-03-02 14:15:09.472113,375,16,Active,,,0,2.0,62.6,72.0,Growing
12533,2024-10-30,44,Female,Dallas,TX,Email Campaign,15,Plus,Monthly,Credit Card,175.2,3,1056.43,2025-07-21 14:15:07.885039,234,16,Churned,2025-12-21 14:15:07.885039,Financial reasons,4,1.0,28.7,94.7,Churned
12534,2024-10-30,26,Male,San Antonio,TX,Paid Social,85,Basic,Annual,Bank Transfer,132.11,2,587.65,2024-12-24 14:15:07.885039,443,16,Churned,2025-09-12 14:15:07.885039,Price too high,1,6.0,21.0,74.3,Churned
12535,2024-10-30,32,Male,Portland,OR,Direct,0,Premium,Annual,PayPal,39.44,2,1289.76,2025-08-16 14:15:09.472144,208,16,Paused,,,2,4.0,67.7,42.6,Growing
12536,2024-10-31,34,Female,Austin,TX,Organic Search,45,Plus,Monthly,Bank Transfer,148.41,4,1047.18,2026-01-02 14:15:09.472153,69,16,Active,,,2,,71.4,74.4,Growing
12537,2024-10-31,49,Male,New York,NY,Paid Social,85,Plus,Monthly,Credit Card,164.78,0,784.0,,0,16,Churned,2025-08-14 14:15:07.885039,Product quality,1,1.0,64.1,69.0,Churned
12538,2024-10-31,49,Female,Boston,MA,Organic Search,45,Basic,Annual,Credit Card,127.21,11,1389.02,2026-02-17 14:15:09.472164,23,16,Active,,,3,,22.3,32.7,Growing
12539,2024-10-31,23,Female,San Antonio,TX,Paid Social,85,Premium,Monthly,PayPal,85.93,5,1653.02,2025-05-15 14:15:09.472173,301,16,Active,,,3,9.0,47.0,69.3,High Value
12540,2024-10-31,38,Male,Philadelphia,PA,Organic Search,45,Basic,Monthly,Bank Transfer,65.61,5,881.35,2024-11-20 14:15:07.885039,477,16,Churned,2025-04-09 14:15:07.885039,Found competitor,1,4.0,82.6,29.3,Churned
12541,2024-10-31,29,Female,Houston,TX,Paid Social,85,Plus,Monthly,Credit Card,123.63,3,1006.59,2025-08-08 14:15:09.472193,216,16,Active,,,3,10.0,69.0,68.2,Growing
12542,2024-10-31,22,Female,Phoenix,AZ,Paid Social,85,Basic,Monthly,Credit Card,60.08,2,609.98,2025-06-22 14:15:07.885039,263,16,Churned,2025-08-05 14:15:07.885039,Product quality,7,5.0,28.8,59.3,Churned
12543,2024-10-31,35,Male,Austin,TX,Email Campaign,15,Basic,Monthly,Bank Transfer,78.3,4,942.86,2025-08-16 14:15:07.885039,208,16,Churned,2025-09-04 14:15:07.885039,Financial reasons,3,5.0,44.3,53.6,Churned
12544,2024-10-31,34,Male,Seattle,WA,Email Campaign,15,Plus,Monthly,Credit Card,34.94,4,1201.34,2025-11-09 14:15:09.472223,123,16,Active,,,2,3.0,8.4,82.4,Growing
12545,2024-10-31,67,Female,Dallas,TX,Paid Social,85,Plus,Monthly,Credit Card,28.43,2,966.03,2025-12-14 14:15:09.472232,88,16,Active,,,1,,61.6,46.8,Growing
12546,2024-10-31,43,Female,Los Angeles,CA,Email Campaign,15,Basic,Monthly,Credit Card,75.73,3,607.21,2025-09-10 14:15:07.885039,183,16,Churned,2025-10-10 14:15:07.885039,Poor support,4,,44.7,57.8,Churned
12547,2024-10-31,22,Female,Phoenix,AZ,Email Campaign,15,Basic,Monthly,Credit Card,67.43,8,859.36,2025-06-11 14:15:09.472252,274,16,Active,,,2,5.0,64.6,43.3,Growing
12548,2024-10-31,31,Male,Tampa,FL,Paid Social,85,Plus,Annual,Credit Card,181.95,3,850.3,2025-06-04 14:15:09.472261,281,16,Active,,,1,,32.6,65.6,Growing
12549,2024-11-01,50,Female,Los Angeles,CA,Direct,0,Basic,Monthly,PayPal,163.39,4,688.38,2025-04-28 14:15:09.472270,318,16,Active,,,0,10.0,34.5,19.7,Growing
12550,2024-11-01,63,Male,Miami,FL,Email Campaign,15,Basic,Annual,Credit Card,25.54,2,507.74,2025-11-05 14:15:09.472279,127,16,Active,,,4,6.0,77.7,89.6,Growing
12551,2024-11-01,22,Female,Philadelphia,PA,Paid Social,85,Basic,Monthly,Credit Card,109.49,6,1052.57,2025-10-01 14:15:07.885039,162,16,Churned,2025-12-09 14:15:07.885039,Found competitor,3,,7.6,67.6,Churned
12552,2024-11-01,22,Female,New York,NY,Paid Search,95,Basic,Monthly,PayPal,123.42,8,820.2,2025-07-19 14:15:09.472299,236,16,Active,,,3,9.0,7.7,54.3,Growing
12553,2024-11-01,60,Female,San Antonio,TX,Direct,0,Basic,Annual,Apple Pay,58.75,1,537.53,2025-06-07 14:15:09.472308,278,16,Active,,,1,8.0,41.4,49.5,Growing
12554,2024-11-01,42,Female,Minneapolis,MN,Paid Search,95,Basic,Monthly,PayPal,98.94,2,595.49,2025-09-29 14:15:07.885039,164,16,Churned,2026-01-02 14:15:07.885039,Poor support,5,7.0,36.1,26.1,Churned
12555,2024-11-01,27,Female,Phoenix,AZ,Referral,25,Plus,Monthly,Bank Transfer,302.52,2,938.53,2025-07-20 14:15:07.885039,235,16,Churned,2025-09-28 14:15:07.885039,Found competitor,4,1.0,64.0,23.7,Churned
12556,2024-11-01,44,Female,Austin,TX,Paid Social,85,Basic,Monthly,Apple Pay,59.83,4,826.28,2026-02-19 14:15:09.472338,21,16,Active,,,0,8.0,58.1,74.3,Growing
12557,2024-11-01,22,Male,Austin,TX,Paid Social,85,Plus,Monthly,Bank Transfer,15.0,6,1290.01,2025-03-30 14:15:09.472347,347,16,Active,,,1,8.0,31.0,62.1,Growing
12558,2024-11-01,38,Female,San Diego,CA,Referral,25,Premium,Annual,Apple Pay,177.3,11,2280.92,2026-01-14 14:15:09.472356,57,16,Active,,,0,,20.1,16.7,High Value
12559,2024-11-01,41,Female,Detroit,MI,Paid Search,95,Premium,Monthly,PayPal,87.59,13,1979.32,2026-01-07 14:15:09.472365,64,16,Paused,,,0,9.0,76.4,53.0,High Value
12560,2024-11-01,49,Male,Seattle,WA,Referral,25,Plus,Monthly,PayPal,95.49,16,1465.06,2025-12-06 14:15:09.472375,96,16,Active,,,1,7.0,87.4,66.3,Growing
12561,2024-11-01,25,Female,Seattle,WA,Direct,0,Basic,Monthly,PayPal,186.68,4,746.77,2025-08-24 14:15:07.885039,200,16,Churned,2025-11-17 14:15:07.885039,Financial reasons,4,1.0,28.4,55.6,Churned
12562,2024-11-02,39,Male,New York,NY,Paid Social,85,Basic,Monthly,Bank Transfer,24.89,2,651.48,2025-06-15 14:15:07.885039,270,16,Churned,2025-10-03 14:15:07.885039,Product quality,4,7.0,18.7,21.6,Churned
12563,2024-11-02,26,Female,Detroit,MI,Paid Social,85,Plus,Annual,PayPal,155.11,6,1177.58,2025-02-12 14:15:09.472406,393,16,Active,,,2,9.0,41.1,72.1,Growing
12564,2024-11-02,41,Female,San Diego,CA,Paid Search,95,Basic,Monthly,PayPal,57.82,21,2873.28,2025-08-04 14:15:09.472415,220,16,At Risk,,,1,7.0,67.4,28.5,At Risk
12565,2024-11-02,27,Male,Seattle,WA,Direct,0,Basic,Monthly,Credit Card,15.0,1,551.61,2025-10-24 14:15:09.472424,139,16,Active,,,2,,43.7,54.7,Growing
12566,2024-11-02,33,Female,Miami,FL,Paid Search,95,Plus,Monthly,Bank Transfer,157.41,3,986.53,2025-05-20 14:15:09.472433,296,16,Active,,,1,,72.2,86.7,Growing
12567,2024-11-02,26,Male,Los Angeles,CA,Direct,0,Basic,Monthly,Credit Card,70.5,4,914.16,2025-05-30 14:15:09.472442,286,16,Active,,,2,,68.3,95.4,Growing
12568,2024-11-02,45,Female,Austin,TX,Paid Social,85,Plus,Monthly,Credit Card,134.07,4,997.46,2025-05-09 14:15:09.472451,307,16,At Risk,,,3,1.0,26.3,52.8,At Risk
12569,2024-11-02,48,Male,Miami,FL,Email Campaign,15,Plus,Monthly,PayPal,163.62,6,1261.23,2025-11-10 14:15:09.472460,122,16,Active,,,0,,31.7,46.7,Growing
12570,2024-11-02,35,Male,Philadelphia,PA,Paid Search,95,Plus,Monthly,Credit Card,115.55,13,2000.51,2025-05-02 14:15:09.472468,314,16,Active,,,2,0.0,50.1,48.6,High Value
12571,2024-11-02,38,Male,Phoenix,AZ,Email Campaign,15,Plus,Annual,Credit Card,35.0,7,1038.9,2025-02-14 14:15:07.885039,391,16,Churned,2025-12-11 14:15:07.885039,Found competitor,4,3.0,30.8,45.7,Churned
12572,2024-11-02,22,Male,Detroit,MI,Paid Social,85,Basic,Annual,Credit Card,62.84,8,1228.14,2026-02-13 14:15:09.472488,27,16,Active,,,2,,43.2,61.2,Growing
12573,2024-11-03,34,Female,Phoenix,AZ,Paid Social,85,Plus,Monthly,Credit Card,66.8,13,1694.77,2026-01-20 14:15:09.472497,51,16,At Risk,,,3,1.0,12.9,38.2,At Risk
12574,2024-11-03,37,Female,Dallas,TX,Email Campaign,15,Basic,Monthly,Credit Card,45.26,4,811.2,2026-01-24 14:15:09.472506,47,16,At Risk,,,1,5.0,68.7,38.2,At Risk
12575,2024-11-03,69,Male,Philadelphia,PA,Organic Search,45,Plus,Monthly,PayPal,47.35,7,1201.87,2025-07-28 14:15:09.472515,227,16,Active,,,1,,14.4,52.7,Growing
12576,2024-11-03,24,Male,Detroit,MI,Referral,25,Basic,Monthly,Bank Transfer,114.68,7,1105.02,2025-10-02 14:15:07.885039,161,16,Churned,2025-11-29 14:15:07.885039,Moved/relocated,3,,24.9,70.5,Churned
12577,2024-11-03,55,Male,Tampa,FL,Organic Search,45,Plus,Annual,Credit Card,26.36,1,802.51,2025-04-12 14:15:09.472551,334,16,Active,,,0,,52.0,56.8,Growing
12578,2024-11-03,49,Female,Phoenix,AZ,Paid Social,85,Premium,Annual,PayPal,37.55,5,1429.33,2025-12-18 14:15:09.472561,84,16,Active,,,2,10.0,70.5,31.5,Growing
12579,2024-11-03,41,Female,Dallas,TX,Direct,0,Basic,Monthly,Bank Transfer,104.67,5,1001.43,2026-01-23 14:15:09.472571,48,16,Active,,,1,,93.0,29.4,Growing
12580,2024-11-03,59,Male,Portland,OR,Email Campaign,15,Basic,Monthly,Credit Card,133.87,6,791.86,2025-12-12 14:15:09.472586,90,16,Active,,,2,,75.4,70.8,Growing
12581,2024-11-03,42,Female,Miami,FL,Direct,0,Basic,Monthly,PayPal,144.38,3,599.14,2024-12-21 14:15:07.885039,446,16,Churned,2025-06-18 14:15:07.885039,Poor support,3,9.0,36.6,37.7,Churned
12582,2024-11-03,42,Male,Detroit,MI,Paid Social,85,Basic,Monthly,Credit Card,161.13,1,567.26,2025-12-13 14:15:09.472610,89,16,At Risk,,,0,3.0,64.1,51.0,At Risk
12583,2024-11-03,37,Female,Miami,FL,Paid Search,95,Basic,Monthly,PayPal,48.26,1,544.73,2025-02-13 14:15:07.885039,392,16,Churned,2025-07-08 14:15:07.885039,Poor support,1,,94.9,34.5,Churned
12584,2024-11-03,52,Female,Seattle,WA,Organic Search,45,Plus,Monthly,Credit Card,26.69,10,1538.91,2025-02-27 14:15:09.472632,378,16,Active,,,3,,62.1,90.1,High Value
12585,2024-11-03,51,Female,Phoenix,AZ,Organic Search,45,Basic,Monthly,Apple Pay,48.29,2,593.27,2024-12-05 14:15:07.885039,462,16,Churned,2025-09-03 14:15:07.885039,Product quality,7,3.0,27.8,60.5,Churned
12586,2024-11-03,30,Female,Los Angeles,CA,Direct,0,Basic,Monthly,Credit Card,23.81,0,464.0,,0,16,Churned,2025-05-29 14:15:07.885039,Moved/relocated,3,2.0,11.0,68.8,Churned
12587,2024-11-03,22,Female,Philadelphia,PA,Direct,0,Plus,Monthly,Credit Card,91.15,13,1326.78,2026-01-03 14:15:09.472656,68,16,Active,,,1,9.0,43.4,67.7,Growing
12588,2024-11-03,35,Female,Dallas,TX,Organic Search,45,Basic,Monthly,Credit Card,112.84,3,795.88,2025-06-09 14:15:07.885039,276,16,Churned,2025-10-10 14:15:07.885039,Price too high,4,2.0,90.1,35.0,Churned
12589,2024-11-03,28,Female,Detroit,MI,Paid Search,95,Basic,Annual,PayPal,108.14,1,525.93,2025-04-26 14:15:07.885039,320,16,Churned,2025-07-23 14:15:07.885039,Financial reasons,2,4.0,75.2,39.4,Churned
12590,2024-11-03,37,Male,Phoenix,AZ,Email Campaign,15,Plus,Annual,Credit Card,51.02,4,989.71,2025-05-26 14:15:09.472687,290,16,Active,,,0,5.0,38.8,52.7,Growing
12591,2024-11-04,52,Male,New York,NY,Paid Search,95,Plus,Annual,Credit Card,109.97,0,705.6,,0,16,Churned,2025-10-28 14:15:07.885039,Found competitor,3,5.0,36.9,37.8,Churned
12592,2024-11-04,32,Male,Miami,FL,Email Campaign,15,Basic,Monthly,Credit Card,89.99,2,566.89,2026-01-06 14:15:09.472698,65,16,At Risk,,,0,5.0,31.6,43.2,At Risk
12593,2024-11-04,37,Female,Houston,TX,Email Campaign,15,Basic,Monthly,Credit Card,135.57,6,812.69,2025-11-07 14:15:09.472708,125,16,Active,,,2,,61.1,76.0,Growing
12594,2024-11-04,38,Male,Austin,TX,Paid Social,85,Basic,Monthly,PayPal,131.36,1,534.08,2025-07-08 14:15:07.885039,247,16,Churned,2025-10-01 14:15:07.885039,Poor support,4,,75.9,,Churned
12595,2024-11-04,48,Male,Boston,MA,Paid Social,85,Basic,Annual,Credit Card,103.57,1,529.95,2025-12-03 14:15:07.885039,99,16,Churned,2025-12-26 14:15:07.885039,Product quality,2,0.0,75.7,31.2,Churned
12596,2024-11-04,22,Male,Boston,MA,Email Campaign,15,Basic,Monthly,PayPal,226.22,14,1202.14,2025-03-02 14:15:09.472741,375,16,Paused,,,1,7.0,67.2,87.1,Growing
12597,2024-11-04,30,Male,Minneapolis,MN,Email Campaign,15,Plus,Monthly,Credit Card,87.4,15,1563.03,2025-10-03 14:15:09.472750,160,16,Active,,,1,4.0,46.1,70.7,High Value
12598,2024-11-04,40,Female,San Diego,CA,Organic Search,45,Plus,Monthly,Credit Card,32.66,2,951.72,2025-09-14 14:15:07.885039,179,16,Churned,2025-11-01 14:15:07.885039,Product quality,2,2.0,25.5,24.0,Churned
12599,2024-11-04,52,Female,Tampa,FL,Paid Social,85,Basic,Annual,Credit Card,153.58,7,1051.83,2025-07-25 14:15:09.472772,230,16,Active,,,1,,79.6,66.6,Growing
12600,2024-11-04,32,Female,Los Angeles,CA,Organic Search,45,Plus,Annual,Bank Transfer,32.09,5,996.96,2025-08-07 14:15:09.472782,217,16,Active,,,0,9.0,87.8,59.4,Growing
12601,2024-11-04,22,Female,Austin,TX,Direct,0,Basic,Monthly,PayPal,76.52,6,985.48,2026-02-08 14:15:09.472791,32,16,Active,,,2,7.0,67.2,47.3,Growing
12602,2024-11-04,45,Female,Phoenix,AZ,Email Campaign,15,Plus,Annual,Credit Card,73.04,6,1058.85,2025-03-20 14:15:09.472800,357,16,Active,,,1,4.0,77.6,64.2,Growing
12603,2024-11-04,30,Female,Boston,MA,Direct,0,Plus,Monthly,PayPal,69.08,3,930.34,2025-04-29 14:15:09.472809,317,16,Active,,,1,9.0,26.2,60.1,Growing
12604,2024-11-04,23,Male,San Jose,CA,Paid Search,95,Premium,Monthly,Bank Transfer,17.51,6,1807.46,2025-06-17 14:15:09.472818,268,16,Active,,,1,,93.5,31.6,High Value
12605,2024-11-05,30,Female,San Antonio,TX,Referral,25,Basic,Annual,Credit Card,61.91,0,417.6,,0,16,Churned,2025-05-20 14:15:07.885039,Not using enough,2,1.0,33.9,20.1,Churned
12606,2024-11-05,35,Male,San Diego,CA,Paid Search,95,Basic,Monthly,PayPal,192.35,6,969.51,2024-12-13 14:15:07.885039,454,16,Churned,2025-11-30 14:15:07.885039,Not using enough,3,4.0,15.0,49.1,Churned
12607,2024-11-05,30,Male,Minneapolis,MN,Paid Social,85,Plus,Monthly,Credit Card,60.61,1,837.68,2025-02-06 14:15:07.885039,399,16,Churned,2025-04-30 14:15:07.885039,Not using enough,2,,47.1,35.0,Churned
12608,2024-11-05,22,Female,Atlanta,GA,Organic Search,45,Basic,Annual,Credit Card,15.0,25,3412.82,2025-05-09 14:15:09.472853,307,16,Active,,,1,9.0,68.7,41.0,High Value
12609,2024-11-05,48,Male,Chicago,IL,Paid Social,85,Basic,Monthly,Credit Card,70.1,12,1381.89,2025-04-14 14:15:09.472863,332,16,Active,,,1,,53.4,82.7,Growing
12610,2024-11-05,53,Male,Los Angeles,CA,Email Campaign,15,Basic,Annual,PayPal,108.08,1,533.78,2025-02-02 14:15:07.885039,403,16,Churned,2025-04-18 14:15:07.885039,Poor support,1,,24.4,28.2,Churned
12611,2024-11-05,45,Male,Seattle,WA,Direct,0,Plus,Monthly,Credit Card,76.05,9,1222.33,2025-09-16 14:15:09.472883,177,16,Paused,,,4,,48.9,89.3,Growing
12612,2024-11-05,24,Male,Denver,CO,Email Campaign,15,Basic,Monthly,Credit Card,50.73,2,622.54,2025-06-22 14:15:07.885039,263,16,Churned,2025-10-08 14:15:07.885039,Moved/relocated,0,8.0,31.0,8.7,Churned
12613,2024-11-05,35,Male,Minneapolis,MN,Paid Social,85,Premium,Monthly,Credit Card,29.7,8,1978.35,2025-12-23 14:15:09.472903,79,16,Active,,,1,,74.1,52.3,High Value
12614,2024-11-05,37,Male,Philadelphia,PA,Referral,25,Basic,Annual,Credit Card,47.81,1,489.45,2025-06-22 14:15:09.472912,263,16,Active,,,0,2.0,28.6,42.9,Growing
12615,2024-11-05,45,Female,Portland,OR,Email Campaign,15,Basic,Monthly,Credit Card,103.01,11,1097.06,2025-07-13 14:15:09.472921,242,16,Active,,,3,,44.2,70.2,Growing
12616,2024-11-05,46,Female,Dallas,TX,Organic Search,45,Plus,Monthly,PayPal,121.55,4,1016.5,2025-12-30 14:15:09.472930,72,16,Active,,,1,9.0,23.8,51.7,Growing
12617,2024-11-05,29,Male,Boston,MA,Email Campaign,15,Basic,Monthly,Credit Card,37.57,1,558.73,2024-11-28 14:15:07.885039,469,16,Churned,2025-11-21 14:15:07.885039,Not using enough,5,1.0,42.0,73.5,Churned
12618,2024-11-05,38,Female,Atlanta,GA,Paid Search,95,Basic,Annual,Bank Transfer,133.36,6,709.48,2025-10-21 14:15:09.472951,142,16,Active,,,3,8.0,53.7,77.6,Growing
12619,2024-11-05,43,Male,Denver,CO,Direct,0,Basic,Monthly,Credit Card,80.24,3,807.54,2025-06-28 14:15:09.472960,257,16,Active,,,2,,54.0,59.9,Growing
12620,2024-11-06,55,Male,Austin,TX,Email Campaign,15,Basic,Monthly,PayPal,87.64,1,532.67,2025-06-08 14:15:07.885039,277,16,Churned,2025-12-16 14:15:07.885039,Not using enough,4,3.0,30.9,58.5,Churned
12621,2024-11-06,46,Male,Dallas,TX,Paid Social,85,Plus,Monthly,Credit Card,94.25,12,2145.48,2025-06-17 14:15:09.472981,268,16,Active,,,4,,77.3,20.8,High Value
12622,2024-11-06,47,Female,Tampa,FL,Organic Search,45,Basic,Monthly,PayPal,45.85,4,679.15,2025-08-04 14:15:09.472989,220,16,Active,,,1,10.0,41.9,81.2,Growing
12623,2024-11-06,39,Male,Seattle,WA,Email Campaign,15,Premium,Monthly,Bank Transfer,179.2,1,1324.82,2025-03-02 14:15:09.472998,375,16,Active,,,0,9.0,87.6,25.0,Growing
12624,2024-11-06,54,Female,Denver,CO,Direct,0,Plus,Monthly,Credit Card,200.89,4,1243.82,2026-02-07 14:15:09.473007,33,16,Active,,,2,0.0,49.5,90.3,Growing
12625,2024-11-06,42,Female,San Antonio,TX,Paid Social,85,Basic,Annual,PayPal,26.54,0,417.6,,0,16,Active,,,0,,66.8,55.4,Growing
12626,2024-11-06,27,Female,Minneapolis,MN,Organic Search,45,Basic,Monthly,Credit Card,18.83,11,1456.97,2025-05-06 14:15:09.473018,310,16,Active,,,1,,47.1,83.9,Growing
12627,2024-11-06,54,Female,New York,NY,Paid Search,95,Basic,Monthly,Credit Card,83.85,2,666.19,2025-03-15 14:15:07.885039,362,16,Churned,2025-04-18 14:15:07.885039,Not using enough,2,10.0,29.8,2.7,Churned
12628,2024-11-06,46,Female,Los Angeles,CA,Direct,0,Basic,Monthly,Apple Pay,33.83,11,1096.29,2025-09-20 14:15:09.473039,173,16,Active,,,1,,71.5,32.7,Growing
12629,2024-11-06,32,Male,Phoenix,AZ,Referral,25,Plus,Annual,Credit Card,105.29,7,1358.04,2025-08-27 14:15:09.473047,197,16,Active,,,3,4.0,43.3,99.6,Growing
12630,2024-11-06,32,Male,Dallas,TX,Organic Search,45,Basic,Monthly,Credit Card,84.98,9,1159.86,2024-11-11 14:15:07.885039,486,16,Churned,2025-04-27 14:15:07.885039,Not using enough,5,3.0,15.7,49.1,Churned
12631,2024-11-06,41,Female,Houston,TX,Organic Search,45,Premium,Annual,Credit Card,47.91,2,1262.37,2025-06-25 14:15:09.473067,260,16,Active,,,1,6.0,79.7,72.9,Growing
12632,2024-11-07,43,Female,San Antonio,TX,Organic Search,45,Basic,Annual,Credit Card,18.03,2,621.95,2025-09-16 14:15:09.473076,177,16,Active,,,1,,84.6,52.0,Growing
12633,2024-11-07,40,Male,New York,NY,Referral,25,Basic,Monthly,Bank Transfer,75.42,4,675.12,2026-02-13 14:15:09.473085,27,16,At Risk,,,1,3.0,22.3,69.0,At Risk
12634,2024-11-07,41,Male,San Diego,CA,Organic Search,45,Basic,Monthly,Credit Card,15.0,4,886.6,2025-05-02 14:15:09.473094,314,16,Active,,,2,9.0,63.2,21.1,Growing
12635,2024-11-07,58,Male,San Antonio,TX,Direct,0,Basic,Monthly,Credit Card,120.34,3,782.0,2025-01-03 14:15:07.885039,433,16,Churned,2025-04-11 14:15:07.885039,Price too high,2,1.0,33.3,83.5,Churned
12636,2024-11-07,50,Male,Portland,OR,Paid Search,95,Plus,Annual,Credit Card,28.09,2,801.12,2026-01-04 14:15:09.473115,67,16,Active,,,2,1.0,26.1,85.3,Growing
12637,2024-11-07,40,Male,Tampa,FL,Paid Social,85,Plus,Annual,Credit Card,74.66,1,751.09,2025-08-05 14:15:09.473124,219,16,At Risk,,,0,,24.7,,At Risk
12638,2024-11-07,49,Female,Atlanta,GA,Email Campaign,15,Basic,Annual,PayPal,27.26,2,554.6,2024-12-01 14:15:07.885039,466,16,Churned,2025-04-04 14:15:07.885039,Price too high,4,2.0,41.5,42.0,Churned
12639,2024-11-07,25,Female,Seattle,WA,Referral,25,Premium,Monthly,PayPal,62.45,2,1438.49,2025-09-11 14:15:09.473144,182,16,Active,,,1,9.0,66.1,32.1,Growing
12640,2024-11-07,42,Female,Seattle,WA,Paid Search,95,Plus,Monthly,Credit Card,17.81,0,784.0,,0,16,Churned,2025-10-23 14:15:07.885039,Price too high,3,,71.7,65.9,Churned
